Date,Open,High,Low,Close,Volume
2016-10-10,13.4233,13.6093,13.3107,13.3967,43420575.0
2016-10-07,13.4,13.4213,13.0533,13.1073,44173905.0
2016-10-06,13.4973,13.614,13.3473,13.4,67603155.0
2016-10-05,14.1493,14.21,13.8747,13.8973,23705955.0
2016-10-04,14.2067,14.2213,13.9213,14.094,45549375.0
2016-10-03,14.1533,14.378,13.8833,14.2467,79822860.0
2016-09-30,13.4807,13.6653,13.3033,13.602,36826230.0
2016-09-29,13.7067,13.822,13.372,13.38,34996485.0
2016-09-28,13.834,13.8833,13.684,13.7513,20548275.0
2016-09-27,13.9767,13.9987,13.6407,13.7207,37758465.0
2016-09-26,13.7667,14.0667,13.7667,13.9327,34518375.0
2016-09-23,13.7327,14.012,13.7113,13.83,40326630.0
2016-09-22,13.76,13.8187,13.5333,13.762,35023050.0
2016-09-21,13.758,13.8,13.4373,13.6813,31295040.0
2016-09-20,13.79,13.85,13.594,13.6427,24861150.0
2016-09-19,13.8,13.962,13.6667,13.756,28437825.0
2016-09-16,13.3613,13.7133,13.2667,13.6933,36271350.0
2016-09-15,13.0993,13.5013,13.0933,13.348,32893980.0
2016-09-14,13.05,13.195,12.9903,13.094,26262960.0
2016-09-13,13.1373,13.2327,12.8967,13.07,44217765.0
2016-09-12,13.0,13.4247,12.94,13.22,45682050.0
2016-09-09,13.2727,13.328,12.9133,12.9647,46547970.0
2016-09-08,13.3033,13.326,13.0907,13.1573,47108895.0
2016-09-07,13.7,13.7663,13.3807,13.4467,39914670.0
2016-09-06,13.268,13.55,13.2667,13.5213,63314040.0
2016-09-02,13.4887,13.5467,13.08,13.1853,80531415.0
2016-09-01,13.934,14.0733,13.3667,13.3847,101478885.0
2016-08-31,14.0287,14.1733,13.91,14.134,45252405.0
2016-08-30,14.4073,14.4073,14.0347,14.0893,39293820.0
2016-08-29,14.6767,14.6933,14.3333,14.3467,41490345.0
2016-08-26,14.8093,14.857,14.588,14.666,28066035.0
2016-08-25,14.874,14.92,14.718,14.7307,23702400.0
2016-08-24,15.1367,15.1433,14.8147,14.8413,30849030.0
2016-08-23,14.9547,15.2327,14.8533,14.9893,61726590.0
2016-08-22,14.9447,15.0073,14.8453,14.862,25912890.0
2016-08-19,14.9027,15.0113,14.8353,15.0,18998940.0
2016-08-18,14.9213,15.044,14.8193,14.9007,24686520.0
2016-08-17,14.9553,14.9887,14.8533,14.8827,21529665.0
2016-08-16,15.0327,15.146,14.894,14.9073,25531980.0
2016-08-15,15.068,15.3,14.9953,15.0393,24859200.0
2016-08-12,15.0273,15.11,14.936,15.0407,22213635.0
2016-08-11,15.078,15.1713,14.894,14.994,24584895.0
2016-08-10,15.216,15.3247,14.9747,15.0433,27892500.0
2016-08-09,15.1213,15.436,15.11,15.272,26013270.0
2016-08-08,15.2,15.3067,15.0727,15.0773,26966730.0
2016-08-05,15.3333,15.4667,15.16,15.3353,38076855.0
2016-08-04,15.046,15.3907,14.8033,15.374,51730455.0
2016-08-03,15.158,15.3133,14.9473,15.0387,40959225.0
2016-08-02,15.2913,15.3247,14.76,15.1467,53986590.0
2016-08-01,15.7,15.7753,15.292,15.334,56852205.0
2016-07-29,15.38,15.6853,15.3493,15.6527,43629150.0
2016-07-28,15.1967,15.384,15.1067,15.374,31977600.0
2016-07-27,15.2893,15.5573,15.128,15.2327,35485035.0
2016-07-26,15.1793,15.3333,15.02,15.3007,45585345.0
2016-07-25,14.818,15.426,14.758,15.334,57793260.0
2016-07-22,14.7993,14.9667,14.592,14.818,36559890.0
2016-07-21,15.0667,15.1897,14.6067,14.7,56297250.0
2016-07-20,15.098,15.32,15.0,15.224,34434720.0
2016-07-19,15.0,15.2733,14.9833,15.0173,41758845.0
2016-07-18,14.6427,15.1393,14.5533,15.0833,43410225.0
2016-07-15,14.8347,14.85,14.6427,14.6913,26762295.0
2016-07-14,14.8747,14.996,14.7367,14.7687,32855595.0
2016-07-13,15.0333,15.0393,14.686,14.8353,43286415.0
2016-07-12,14.94,15.1667,14.8813,14.9767,60062925.0
2016-07-11,14.664,15.1187,14.634,14.9853,71006595.0
2016-07-08,14.52,14.654,14.3,14.452,48144270.0
2016-07-07,14.2067,14.5413,14.2007,14.396,41083065.0
2016-07-06,14.0,14.3487,13.9333,14.296,66134355.0
2016-07-05,13.982,14.303,13.8667,14.2653,66523215.0
2016-07-01,13.7427,14.5493,13.7333,14.4333,71393595.0
2016-06-30,14.198,14.2333,13.9347,14.152,54177060.0
2016-06-29,13.6753,14.1187,13.5333,14.0107,69021300.0
2016-06-28,13.4593,13.6033,13.294,13.4527,85880145.0
2016-06-27,12.724,13.254,12.5247,13.2367,101696535.0
2016-06-24,12.67,13.008,12.6487,12.8767,87820920.0
2016-06-23,13.046,13.17,12.8087,13.0933,141971805.0
2016-06-22,13.298,13.73,13.05,13.1107,339467235.0
2016-06-21,14.712,14.838,14.5873,14.6407,33400410.0
2016-06-20,14.6333,14.9167,14.5487,14.6467,45312990.0
2016-06-17,14.5207,14.666,14.3,14.3653,39085245.0
2016-06-16,14.4947,14.536,14.2333,14.5287,31483665.0
2016-06-15,14.4633,14.7933,14.342,14.5133,41708400.0
2016-06-14,14.592,14.8133,14.1687,14.33,44121930.0
2016-06-13,14.6333,15.0513,14.5107,14.5247,53781570.0
2016-06-10,15.1593,15.198,14.5613,14.586,79170255.0
2016-06-09,15.6653,15.6887,15.1373,15.2907,62181855.0
2016-06-08,15.5867,16.0563,15.507,15.7013,76389195.0
2016-06-07,14.816,15.6293,14.768,15.4893,82964280.0
2016-06-06,14.5333,14.7267,14.3633,14.712,28523700.0
2016-06-03,14.6667,14.796,14.534,14.5993,28469310.0
2016-06-02,14.6393,14.6607,14.474,14.5973,25061235.0
2016-06-01,14.7653,14.8267,14.4593,14.6373,38249010.0
2016-05-31,14.8693,14.9833,14.7667,14.882,30702420.0
2016-05-27,14.9993,15.062,14.7167,14.8693,46226010.0
2016-05-26,14.7,15.0173,14.6033,15.008,53414955.0
2016-05-25,14.5273,14.7573,14.434,14.6387,37710420.0
2016-05-24,14.44,14.5827,14.3453,14.5273,43929885.0
2016-05-23,14.658,14.84,14.3907,14.4147,65032305.0
2016-05-20,14.466,14.7033,14.4233,14.6853,129528240.0
2016-05-19,14.2413,14.4527,13.82,14.3473,98736285.0
2016-05-18,13.9433,14.354,13.85,14.078,66822720.0
2016-05-17,13.9367,13.988,13.6013,13.644,34545030.0
2016-05-16,13.8767,14.21,13.8613,13.886,37116690.0
2016-05-13,13.852,14.08,13.78,13.8407,36029565.0
2016-05-12,14.096,14.1113,13.577,13.8133,46001190.0
2016-05-11,13.8393,14.3653,13.7367,13.9307,75635790.0
2016-05-10,13.8367,13.9647,13.6667,13.9127,52374495.0
2016-05-09,14.3813,14.41,13.7867,13.928,67800930.0
2016-05-06,14.058,14.4247,13.874,14.3287,75052455.0
2016-05-05,15.2307,15.2427,13.986,14.102,164280735.0
2016-05-04,15.3527,15.6307,14.6933,14.8373,107416005.0
2016-05-03,15.824,15.9273,15.4413,15.488,60011535.0
2016-05-02,16.1,16.2127,15.6547,16.12,48785250.0
2016-04-29,16.5427,16.562,15.854,16.0507,67807365.0
2016-04-28,16.6567,16.8953,16.496,16.514,31923975.0
2016-04-27,16.85,17.0,16.6267,16.7647,44667915.0
2016-04-26,16.8033,17.0487,16.626,16.916,41642355.0
2016-04-25,16.8673,17.1587,16.7173,16.788,46062855.0
2016-04-22,16.5927,16.9333,16.3807,16.9167,50069595.0
2016-04-21,16.5993,16.7267,16.4607,16.5527,39675270.0
2016-04-20,16.4173,16.9107,16.1,16.6647,71030265.0
2016-04-19,16.8747,16.958,16.0833,16.4913,81050385.0
2016-04-18,16.8153,17.2207,16.7773,16.9253,60820530.0
2016-04-15,16.754,16.9733,16.608,16.9673,51453195.0
2016-04-14,16.8667,17.1227,16.7367,16.7907,54792285.0
2016-04-13,16.5673,17.0333,16.4887,16.9687,63782160.0
2016-04-12,16.6333,16.7867,16.242,16.5213,73695240.0
2016-04-11,16.7333,17.266,16.3533,16.6613,118741455.0
2016-04-08,17.3667,17.388,16.5347,16.6713,92681295.0
2016-04-07,17.7633,17.956,16.9673,17.1467,114629775.0
2016-04-06,16.9313,17.8493,16.8967,17.6947,147592875.0
2016-04-05,16.0333,17.104,16.0,17.0313,145040715.0
2016-04-04,16.608,16.808,16.2427,16.466,171569715.0
2016-04-01,16.3217,16.5267,15.55,15.8393,225203625.0
2016-03-31,15.2893,15.828,15.0007,15.318,102739680.0
2016-03-30,15.6727,15.7,15.1,15.126,52494720.0
2016-03-29,15.326,15.492,15.022,15.342,57750120.0
2016-03-28,15.4407,15.654,15.0,15.3507,49896180.0
2016-03-24,14.3853,15.2593,14.3333,15.1833,74413500.0
2016-03-23,15.4913,15.6487,14.802,14.8387,74232615.0
2016-03-22,15.814,15.9327,15.504,15.616,64739820.0
2016-03-21,15.6893,15.992,15.6667,15.888,79617330.0
2016-03-18,15.2733,15.632,15.204,15.516,70676895.0
2016-03-17,14.7647,15.2333,14.6667,15.092,56743365.0
2016-03-16,14.5333,14.8387,14.468,14.7953,52750545.0
2016-03-15,14.2847,14.598,14.1,14.556,47706780.0
2016-03-14,14.1767,14.448,14.0427,14.3433,60985590.0
2016-03-11,13.862,13.9613,13.6887,13.8333,42247140.0
2016-03-10,14.0,14.2193,13.378,13.6787,77887845.0
2016-03-09,13.6347,13.9583,13.5193,13.9147,41284755.0
2016-03-08,13.5667,13.8333,13.48,13.5067,57431955.0
2016-03-07,13.1787,13.98,13.16,13.686,67336530.0
2016-03-04,13.2,13.602,13.1667,13.4027,85982610.0
2016-03-03,12.552,13.1613,12.2813,13.0493,63703020.0
2016-03-02,12.2487,12.568,12.1,12.556,68043180.0
2016-03-01,12.95,13.0633,12.18,12.4233,87525435.0
2016-02-29,12.8267,13.09,12.6147,12.7953,63397170.0
2016-02-26,12.58,12.8,12.3333,12.6893,78458610.0
2016-02-25,11.91,12.568,11.68,12.4953,67761840.0
2016-02-24,11.5167,11.9667,11.1893,11.9333,69536655.0
2016-02-23,11.744,12.1153,11.5787,11.814,88144425.0
2016-02-22,11.3413,11.9273,11.3233,11.8493,66265875.0
2016-02-19,10.9107,11.166,10.8333,11.1053,37264470.0
2016-02-18,11.4947,11.53,10.9847,11.118,52910430.0
2016-02-17,10.6,11.2893,10.4453,11.2453,76512825.0
2016-02-16,10.58,10.8633,10.274,10.3447,80315850.0
2016-02-12,10.3333,10.4673,9.58,10.0693,95626635.0
2016-02-11,10.1333,10.884,9.8,10.0313,201263340.0
2016-02-10,10.0333,10.3313,9.44933,9.578,120796845.0
2016-02-09,9.488,10.6527,9.40333,9.88333,119256105.0
2016-02-08,10.4737,10.4767,9.73333,9.86867,114857400.0
2016-02-05,11.42,11.5333,10.5163,10.84,132853560.0
2016-02-04,11.38,11.732,11.1327,11.6887,55467900.0
2016-02-03,12.2393,12.2627,11.3453,11.5653,101493180.0
2016-02-02,12.828,12.8747,12.0153,12.1853,74912445.0
2016-02-01,12.584,13.3013,12.1833,13.1293,68587830.0
2016-01-29,12.6633,12.916,12.5387,12.7407,33669555.0
2016-01-28,12.7193,12.752,12.1607,12.6467,58011195.0
2016-01-27,12.8253,12.884,12.3847,12.538,52959900.0
2016-01-26,13.1133,13.188,12.592,12.904,61859130.0
2016-01-25,13.3373,13.5713,13.0587,13.0913,32264760.0
2016-01-22,13.6533,13.7,13.2687,13.5033,46224390.0
2016-01-21,13.4367,13.5487,13.0013,13.3313,44326125.0
2016-01-20,13.2933,13.4187,12.75,13.2467,79794870.0
2016-01-19,13.914,14.0313,13.3853,13.648,60579000.0
2016-01-15,13.2647,13.6713,13.15,13.666,63766275.0
2016-01-14,13.4807,14.0,12.892,13.7453,89483055.0
2016-01-13,14.134,14.1767,13.3333,13.354,57319155.0
2016-01-12,14.1067,14.2493,13.6873,13.998,38930835.0
2016-01-11,14.2673,14.2967,13.5333,13.8567,61371330.0
2016-01-08,14.524,14.696,14.0513,14.0667,52566915.0
2016-01-07,14.2793,14.5627,14.2447,14.3767,51161790.0
2016-01-06,14.6667,14.67,14.3987,14.6027,52392165.0
2016-01-05,15.0907,15.4867,14.6667,14.8953,46296375.0
2016-01-04,15.3813,15.4253,14.6,14.894,91867230.0
2015-12-31,15.9007,16.23,15.8913,16.0007,37546545.0
2015-12-30,15.7733,16.2423,15.7113,15.8727,46861110.0
2015-12-29,15.3373,15.848,15.3033,15.8127,36094350.0
2015-12-28,15.4327,15.4653,15.036,15.2633,28519560.0
2015-12-24,15.3707,15.4587,15.2187,15.3713,10654155.0
2015-12-23,15.4787,15.5633,15.2087,15.3133,23323500.0
2015-12-22,15.666,15.77,15.3087,15.33,29417325.0
2015-12-21,15.446,15.722,15.4053,15.504,29296500.0
2015-12-18,15.526,15.7267,15.286,15.364,45211500.0
2015-12-17,15.596,15.8507,15.3207,15.5593,49479000.0
2015-12-16,14.8067,15.6587,14.7153,15.634,76564500.0
2015-12-15,14.788,14.8147,14.5333,14.7393,33666000.0
2015-12-14,14.5007,14.728,14.3247,14.572,42461970.0
2015-12-11,15.016,15.05,14.4427,14.468,49030500.0
2015-12-10,14.9807,15.2327,14.9093,15.138,31074000.0
2015-12-09,15.1133,15.1667,14.7147,14.968,45865500.0
2015-12-08,15.168,15.2533,14.9467,15.1147,40314540.0
2015-12-07,15.18,15.7087,15.0767,15.4087,47163000.0
2015-12-04,15.4973,15.5513,15.1773,15.3587,38604000.0
2015-12-03,15.6987,15.83,15.3333,15.514,44092995.0
2015-12-02,15.8,15.9067,15.4153,15.466,44711520.0
2015-12-01,15.404,15.8667,15.4033,15.8127,56009325.0
2015-11-30,15.4527,15.6187,15.272,15.3507,39897000.0
2015-11-27,15.404,15.4833,15.134,15.4407,29239500.0
2015-11-25,14.756,15.388,14.692,15.3093,59860500.0
2015-11-24,14.358,14.7333,14.3333,14.55,37189500.0
2015-11-23,14.49,14.612,14.312,14.5167,37891500.0
2015-11-20,14.8993,15.0,14.2387,14.6673,66010500.0
2015-11-19,14.7027,15.0793,14.6867,14.7867,37564500.0
2015-11-18,14.3,14.7587,14.168,14.738,42178500.0
2015-11-17,14.3467,14.4,14.0933,14.2667,32229000.0
2015-11-16,13.7393,14.332,13.72,14.2873,43879500.0
2015-11-13,14.1967,14.1993,13.768,13.8127,51454500.0
2015-11-12,14.5233,14.6,14.1773,14.196,43738500.0
2015-11-11,14.518,14.632,14.242,14.6053,50217000.0
2015-11-10,14.8987,14.9133,14.4053,14.4333,69255000.0
2015-11-09,15.5327,15.5327,14.954,15.022,57762900.0
2015-11-06,15.38,15.5573,15.3,15.4907,36678000.0
2015-11-05,15.372,15.6387,15.2793,15.4513,67452000.0
2015-11-04,15.1333,15.516,15.0133,15.442,190875780.0
2015-11-03,14.2567,14.296,13.85,13.89,124986000.0
2015-11-02,13.928,14.3867,13.8147,14.2527,58916595.0
2015-10-30,14.0267,14.1087,13.5927,13.7953,66583500.0
2015-10-29,14.1167,14.25,14.0427,14.1087,27075000.0
2015-10-28,14.0873,14.23,13.8867,14.1973,40927500.0
2015-10-27,14.3227,14.4733,13.834,14.0233,52791000.0
2015-10-26,14.092,14.392,14.0,14.3507,50871000.0
2015-10-23,14.3333,14.3567,13.846,13.9393,63531000.0
2015-10-22,14.104,14.3833,13.96,14.1147,42376500.0
2015-10-21,14.1327,14.3207,13.92,14.006,62751000.0
2015-10-20,15.1813,15.24,13.4667,14.202,186838470.0
2015-10-19,15.1,15.41,14.996,15.2067,37618425.0
2015-10-16,14.8693,15.3653,14.858,15.134,65016000.0
2015-10-15,14.4287,14.782,14.2467,14.754,42663000.0
2015-10-14,14.7113,14.73,14.362,14.4587,46566000.0
2015-10-13,14.2187,14.8347,14.0753,14.6167,77572500.0
2015-10-12,14.866,14.8667,14.3513,14.372,57485970.0
2015-10-09,14.7287,14.958,14.5573,14.7127,92352000.0
2015-10-08,15.3387,15.3813,14.754,15.1147,91998000.0
2015-10-07,15.7753,15.8467,15.2747,15.464,102208500.0
2015-10-06,16.0,16.202,15.7053,16.0973,78537000.0
2015-10-05,16.5893,16.656,16.2753,16.41,55333320.0
2015-10-02,15.7067,16.5133,15.662,16.5047,66358500.0
2015-10-01,16.5007,16.5667,15.8087,15.992,68593500.0
2015-09-30,16.8,16.8267,16.156,16.56,73942500.0
2015-09-29,16.6973,16.982,16.364,16.4433,55546500.0
2015-09-28,17.1567,17.3193,16.4407,16.562,73508685.0
2015-09-25,17.774,17.794,17.0767,17.1273,56599500.0
2015-09-24,17.302,17.5633,17.0807,17.5413,51673905.0
2015-09-23,17.4633,17.472,17.172,17.404,39011670.0
2015-09-22,17.2687,17.51,17.058,17.396,54964500.0
2015-09-21,17.5987,18.1047,17.0533,17.6133,91801500.0
2015-09-18,17.1973,17.588,17.1667,17.3747,56445000.0
2015-09-17,17.5973,17.7,17.3793,17.4713,53787180.0
2015-09-16,16.8693,17.5253,16.8587,17.4833,66255000.0
2015-09-15,16.85,16.9733,16.6333,16.9047,44001000.0
2015-09-14,16.74,16.95,16.6447,16.8793,43362000.0
2015-09-11,16.5093,16.6827,16.3153,16.6827,35262000.0
2015-09-10,16.482,16.7147,16.3553,16.5653,40634430.0
2015-09-09,16.8033,16.95,16.5533,16.594,50860500.0
2015-09-08,16.3367,16.6107,16.27,16.5447,47073000.0
2015-09-04,16.0593,16.2727,15.88,16.1287,55336500.0
2015-09-03,16.804,16.8053,16.3333,16.3713,62920500.0
2015-09-02,16.3533,16.5253,15.9853,16.5127,69436500.0
2015-09-01,16.0227,16.4,15.798,15.9087,81820500.0
2015-08-31,16.3747,16.9967,16.3673,16.604,70503000.0
2015-08-28,16.124,16.7633,16.1047,16.5653,82704000.0
2015-08-27,15.4,16.3167,15.3873,16.1993,114838500.0
2015-08-26,15.1953,15.2,14.3673,14.9893,74445000.0
2015-08-25,15.3793,15.3933,14.608,14.6687,64908000.0
2015-08-24,13.5193,15.4267,13.0,14.5913,143710335.0
2015-08-21,15.7333,16.2533,15.3673,15.3847,98853000.0
2015-08-20,16.804,16.9707,16.1267,16.1453,73585500.0
2015-08-19,17.3553,17.3767,17.0013,17.0167,54063000.0
2015-08-18,17.0253,17.3967,16.904,17.3813,62925000.0
2015-08-17,17.0373,17.106,16.7007,16.9993,107649000.0
2015-08-14,16.4827,16.5287,16.118,16.21,65472000.0
2015-08-13,15.9907,16.432,15.9413,16.1673,70336500.0
2015-08-12,15.6667,15.9847,15.516,15.878,56086500.0
2015-08-11,15.81,15.9533,15.6293,15.8247,63934710.0
2015-08-10,15.8767,16.198,15.7367,16.076,62787000.0
2015-08-07,16.2387,16.2487,15.8927,16.1673,76099500.0
2015-08-06,16.636,17.0,15.7413,16.4087,219296130.0
2015-08-05,17.572,18.0667,17.36,18.0087,93214500.0
2015-08-04,17.334,17.7813,17.2227,17.752,35287500.0
2015-08-03,17.7527,17.7807,17.138,17.3327,38296620.0
2015-07-31,17.84,17.9573,17.6747,17.7433,33337500.0
2015-07-30,17.5127,17.796,17.474,17.786,30517500.0
2015-07-29,17.618,17.8593,17.4667,17.588,41850000.0
2015-07-28,17.05,17.6933,16.7893,17.6547,58437000.0
2015-07-27,17.4953,17.6287,16.7193,16.8673,70411500.0
2015-07-24,17.8253,18.0727,17.5947,17.694,42546000.0
2015-07-23,17.9767,17.9933,17.6847,17.8133,33408000.0
2015-07-22,17.418,17.9627,17.3907,17.858,46573500.0
2015-07-21,18.0033,18.2333,17.77,17.7847,91629000.0
2015-07-20,18.3333,19.11,18.1693,18.8173,74676000.0
2015-07-17,18.1613,18.3693,17.8833,18.3107,75060000.0
2015-07-16,17.6147,17.8133,17.544,17.7787,24238500.0
2015-07-15,17.7827,17.8327,17.472,17.5427,30312945.0
2015-07-14,17.4733,17.7327,17.3673,17.71,28611330.0
2015-07-13,17.48,17.5033,17.07,17.4773,44404500.0
2015-07-10,17.4813,17.5333,17.188,17.2767,39162000.0
2015-07-09,17.272,17.53,17.1193,17.1947,50010000.0
2015-07-08,17.288,17.3867,16.954,16.9973,93315000.0
2015-07-07,18.3333,18.3467,17.3847,17.8587,91576500.0
2015-07-06,18.5633,18.7793,18.42,18.648,61828500.0
2015-07-02,18.6667,18.83,18.2207,18.668,107458500.0
2015-07-01,18.074,18.1747,17.8567,17.9433,31518000.0
2015-06-30,17.6533,18.0613,17.6,17.884,46304025.0
2015-06-29,17.4633,17.73,17.38,17.468,52183500.0
2015-06-26,17.926,17.9407,17.7333,17.806,57576000.0
2015-06-25,17.7633,18.094,17.6833,17.9193,42738000.0
2015-06-24,17.7987,17.8233,17.5813,17.678,36183000.0
2015-06-23,17.354,17.8667,17.238,17.8447,58062270.0
2015-06-22,17.4767,17.6267,17.046,17.3193,68415000.0
2015-06-19,17.4933,17.5867,17.34,17.5007,36945000.0
2015-06-18,17.4667,17.564,17.3347,17.4593,41740500.0
2015-06-17,16.8113,17.624,16.8013,17.3607,82693500.0
2015-06-16,16.6753,16.896,16.6067,16.8747,29769000.0
2015-06-15,16.6467,16.752,16.4007,16.692,32791500.0
2015-06-12,16.7073,16.8973,16.6807,16.7127,21274500.0
2015-06-11,16.884,16.958,16.6953,16.7607,30660870.0
2015-06-10,16.7933,16.9333,16.5667,16.7133,51811110.0
2015-06-09,17.0267,17.1827,16.9427,17.0667,39146160.0
2015-06-08,16.7173,17.25,16.6873,17.086,75253500.0
2015-06-05,16.4107,16.6467,16.3787,16.6093,45330000.0
2015-06-04,16.5,16.62,16.3807,16.3947,36804000.0
2015-06-03,16.5467,16.7147,16.4673,16.5993,26722500.0
2015-06-02,16.5947,16.6267,16.42,16.5567,31941600.0
2015-06-01,16.7607,16.7733,16.498,16.63,37575855.0
2015-05-29,16.7333,16.858,16.6287,16.72,56838000.0
2015-05-28,16.4687,16.7867,16.3367,16.7633,54697200.0
2015-05-27,16.5673,16.6333,16.37,16.4953,51123000.0
2015-05-26,16.512,16.8,16.4333,16.4973,52463460.0
2015-05-22,16.3633,16.5733,16.334,16.5153,33345000.0
2015-05-21,16.202,16.4413,16.1573,16.3747,29559000.0
2015-05-20,16.4753,16.516,16.0913,16.29,56332500.0
2015-05-19,16.556,16.7333,16.41,16.476,55113465.0
2015-05-18,16.4573,16.66,16.4,16.5833,50285520.0
2015-05-15,16.284,16.6267,16.1667,16.5893,67876905.0
2015-05-14,16.3213,16.326,16.0833,16.2733,43438500.0
2015-05-13,16.5073,16.5533,16.15,16.212,81601500.0
2015-05-12,16.0073,16.4233,15.8793,16.316,95451435.0
2015-05-11,15.7527,16.192,15.6873,15.966,85083000.0
2015-05-08,15.7327,15.894,15.58,15.774,70023000.0
2015-05-07,14.7333,15.832,14.6833,15.7867,141729405.0
2015-05-06,15.6067,15.6313,15.2133,15.362,78537300.0
2015-05-05,15.8507,15.9667,15.2753,15.53,86952000.0
2015-05-04,15.212,15.6487,15.1407,15.3673,66517500.0
2015-05-01,15.3293,15.4513,14.6933,15.0687,79224000.0
2015-04-30,15.3593,15.526,15.0113,15.07,58677000.0
2015-04-29,15.3367,15.6647,15.1753,15.4967,59040000.0
2015-04-28,15.65,15.7,15.202,15.3653,91280685.0
2015-04-27,14.8373,15.9167,14.8,15.4367,175089000.0
2015-04-24,14.7,14.72,14.534,14.562,36417645.0
2015-04-23,14.5513,14.7653,14.4767,14.5733,66166500.0
2015-04-22,14.1667,14.792,14.1127,14.6293,117920700.0
2015-04-21,13.72,14.05,13.6207,13.9607,51457560.0
2015-04-20,13.7853,13.8567,13.59,13.6847,38388390.0
2015-04-17,13.666,13.792,13.5667,13.786,37048500.0
2015-04-16,13.8467,13.9447,13.7527,13.78,24885885.0
2015-04-15,13.8307,13.9727,13.7733,13.8553,29204010.0
2015-04-14,13.9047,13.966,13.7,13.8307,45388500.0
2015-04-13,14.048,14.2,13.9367,13.9853,56373000.0
2015-04-10,13.99,14.11,13.9333,14.06,61014000.0
2015-04-09,13.8953,14.0247,13.7413,14.006,56958105.0
2015-04-08,13.904,14.06,13.7247,13.8447,94546500.0
2015-04-07,13.4767,13.6707,13.4093,13.55,65202825.0
2015-04-06,13.2,13.85,13.1667,13.54,186837000.0
2015-04-02,12.682,12.882,12.6667,12.7333,75154500.0
2015-04-01,12.58,12.82,12.4033,12.506,56919000.0
2015-03-31,12.9027,12.9173,12.5607,12.5847,75398535.0
2015-03-30,12.39,12.8167,12.12,12.7047,151342500.0
2015-03-27,12.6047,12.6193,12.0933,12.3333,129073500.0
2015-03-26,12.928,12.986,12.6467,12.6933,61918500.0
2015-03-25,13.2333,13.2393,12.8467,12.9533,85954500.0
2015-03-24,13.4387,13.586,13.3167,13.448,54747000.0
2015-03-23,13.232,13.3667,13.1647,13.3087,39474000.0
2015-03-20,13.1633,13.266,13.0413,13.2053,64041000.0
2015-03-19,13.4667,13.6393,12.9687,13.0433,127128000.0
2015-03-18,12.9973,13.392,12.874,13.3807,72313500.0
2015-03-17,13.0287,13.2473,12.9293,12.982,73410000.0
2015-03-16,12.8,13.0607,12.6533,13.0467,84430500.0
2015-03-13,12.5947,12.7833,12.488,12.5787,81513000.0
2015-03-12,12.9167,12.9633,12.5233,12.5787,62371140.0
2015-03-11,12.7407,13.0787,12.734,12.916,74622000.0
2015-03-10,12.564,12.9,12.5067,12.688,83694000.0
2015-03-09,12.9593,12.966,12.55,12.7253,101050500.0
2015-03-06,13.2807,13.3833,12.81,12.9253,100686000.0
2015-03-05,13.5233,13.746,13.3433,13.3753,73155000.0
2015-03-04,13.2833,13.5013,13.1473,13.4953,63328500.0
2015-03-03,13.1207,13.3493,13.0213,13.304,66484500.0
2015-03-02,13.5133,13.556,13.0547,13.1547,118830000.0
2015-02-27,13.7873,13.9033,13.52,13.556,58221390.0
2015-02-26,13.6,14.0727,13.4813,13.8127,97083930.0
2015-02-25,13.6627,13.8093,13.5053,13.584,58631190.0
2015-02-24,13.8193,13.8193,13.4467,13.6073,99015330.0
2015-02-23,14.3013,14.5467,13.7553,13.8227,127465260.0
2015-02-20,14.052,14.5067,13.9873,14.474,89700600.0
2015-02-19,13.6667,14.1627,13.5833,14.114,77259675.0
2015-02-18,13.6113,13.7447,13.5067,13.6307,40688550.0
2015-02-17,13.7133,13.7133,13.4333,13.6233,59668905.0
2015-02-13,13.526,13.7327,13.394,13.5847,92662620.0
2015-02-12,12.9047,13.5393,12.8853,13.5253,234683715.0
2015-02-11,14.1473,14.316,13.8187,14.1867,144862455.0
2015-02-10,14.5087,14.7,14.3333,14.4193,80611665.0
2015-02-09,14.3587,14.5287,14.1327,14.4987,52079250.0
2015-02-06,14.8,14.8933,14.4333,14.4907,48633375.0
2015-02-05,14.6587,15.032,14.6427,14.7327,52837485.0
2015-02-04,14.5527,14.7653,14.4533,14.57,49576635.0
2015-02-03,14.2073,14.6913,14.0847,14.5573,72375225.0
2015-02-02,13.598,14.13,13.5533,14.0627,62229225.0
2015-01-30,13.5973,13.8313,13.5333,13.5733,45101085.0
2015-01-29,13.4047,13.732,13.1,13.68,53204205.0
2015-01-28,13.7407,13.758,13.228,13.2913,46800315.0
2015-01-27,13.6273,13.8687,13.5533,13.732,41709285.0
2015-01-26,13.4553,13.908,13.4033,13.77,48489510.0
2015-01-23,13.344,13.5667,13.222,13.4193,66870135.0
2015-01-22,13.1333,13.5493,13.0133,13.4413,83643900.0
2015-01-21,12.6367,13.2453,12.6367,13.1047,80837895.0
2015-01-20,12.9247,12.9413,12.4693,12.7953,91508445.0
2015-01-16,12.7133,12.966,12.6433,12.8713,54045885.0
2015-01-15,12.966,13.05,12.6667,12.7913,78225315.0
2015-01-14,12.3887,13.0133,12.3333,12.846,173262060.0
2015-01-13,13.5547,13.8407,13.394,13.6167,66716175.0
2015-01-12,13.5367,13.6313,13.2833,13.4807,89253675.0
